iso2,date,date,loansPnfs_yoy,resPropPrice,cpi_yoy,fx,totalCreditPnfs2GDP,totalCreditPnfsLCY,dsrPnfs,dsrHousehold,dsrNfc,spotRate10year,EAtermSpread,spotRate2year,bankCreditPnfs,UStermSpread,financialStressIndex,financialStressDummy,month
AT,1957Q2,1957-05-16 00:00:00.000000000,,,1.099961,1.8910383188405795,,2.344,,,,,,,1.681,,,,1957-05
AT,1957Q3,1957-08-15 12:00:00.000000000,,,3.866733,1.8902326455696203,,2.432,,,,,,,1.745,,,,1957-08
AT,1957Q4,1957-11-15 12:00:00.000000000,,,2.1333466666666667,1.8902017999999998,,2.488,,,,,,,1.785,,,,1957-11
AT,1958Q1,1958-02-14 12:00:00.000000000,,,2.999972666666667,1.8905198289473684,,2.616,,,,,,,1.876,,,,1958-02
AT,1958Q2,1958-05-16 00:00:00.000000000,,,5.500000666666666,1.8870776376811595,,2.707,,,,,,,1.942,,,,1958-05
AT,1958Q3,1958-08-15 12:00:00.000000000,,,0.26663299999999995,1.884536670886076,,2.733,,,,,,,1.96,,,,1958-08
AT,1958Q4,1958-11-15 12:00:00.000000000,,,0.5333306666666666,1.8829113783783784,,2.78,,,,,,,1.994,,,,1958-11
AT,1959Q1,1959-02-14 12:00:00.000000000,,,-0.43331000000000003,1.8836620714285714,,2.843,,,,,,,2.039,,,,1959-02
AT,1959Q2,1959-05-16 00:00:00.000000000,,,-0.8333436666666666,1.8804787714285713,,2.96,,,,,,,2.123,,,,1959-05
AT,1959Q3,1959-08-15 12:00:00.000000000,,,2.366649333333333,1.8754410394736845,,3.075,,,,,,,2.206,,,,1959-08
AT,1959Q4,1959-11-15 12:00:00.000000000,,,3.2000043333333337,1.8815717808219177,,3.189,,,,,,,2.288,,,,1959-11
AT,1960Q1,1960-02-15 00:00:00.000000000,,,2.966663,1.8892416621621624,,3.314,,,,,,,2.378,,,,1960-02
AT,1960Q2,1960-05-16 00:00:00.000000000,,,2.3333253333333333,1.8905774705882354,,3.526,,,,,,,2.529,,,,1960-05
AT,1960Q3,1960-08-15 12:00:00.000000000,,,1.800016,1.8784879736842104,,3.698,,,,,,,2.653,,,,1960-08
AT,1960Q4,1960-11-15 00:15:29.032258080,,,0.8499835,1.887330445945946,30.0,3.809,,,,,,,12.116,,,,1960-11
AT,1961Q1,1961-02-14 00:15:49.450549440,,,2.22500475,1.8926144444444444,30.3,3.99,,,,,,,12.331,,,,1961-02
AT,1961Q2,1961-05-15 12:15:39.130434784,,,2.67499225,1.8922544666666667,31.1,4.183,,,,,,,12.650500000000001,,,,1961-05
AT,1961Q3,1961-08-15 00:15:29.032258080,,,3.8500052499999997,1.8756070307692307,31.3,4.306,,,,,,,12.7945,,,,1961-08
AT,1961Q4,1961-11-15 00:15:29.032258080,,,5.0750465,1.8767322741935484,31.5,4.429,,,,,,,12.8885,,,,1961-11
AT,1962Q1,1962-02-14 00:15:49.450549440,,,4.8250150000000005,1.87718453125,32.0,4.568,,,,,,,13.1385,,,,1962-02
AT,1962Q2,1962-05-15 12:15:39.130434784,,,6.20001625,1.8753176949152541,32.3,4.71,,,,,,,13.2895,,,,1962-05
AT,1962Q3,1962-08-15 00:15:29.032258080,,,4.0999735,1.8749791384615384,32.3,4.776,,,,,,,13.312999999999999,,,,1962-08
AT,1962Q4,1962-11-15 00:15:29.032258080,,,2.7249755,1.8764778125,32.5,4.862,,,,,,,13.394,,,,1962-11
AT,1963Q1,1963-02-14 00:15:49.450549440,,,3.0249967499999997,1.877130492063492,33.1,5.006,,,,,,,13.695500000000001,,,,1963-02
AT,1963Q2,1963-05-15 12:15:39.130434784,,,1.8749862499999999,1.876792372881356,33.6,5.172,,,,,,,13.905000000000001,,,,1963-05
AT,1963Q3,1963-08-15 00:15:29.032258080,,,2.100003,1.8751392835820895,33.4,5.248,,,,,,,13.8325,,,,1963-08
AT,1963Q4,1963-11-15 00:15:29.032258080,,,3.5500245,1.877891828125,33.6,5.422,,,,,,,13.995000000000001,,,,1963-11
AT,1964Q1,1964-02-14 12:15:39.130434784,,,3.70002575,1.8775569838709678,33.6,5.577,,,,,,,14.05,,,0.0,1964-02
AT,1964Q2,1964-05-15 12:15:39.130434784,,,3.27503725,1.8772067049180328,34.3,5.811,,,,,,,14.384500000000001,,,0.0,1964-05
AT,1964Q3,1964-08-15 00:15:29.032258080,,,4.9750084999999995,1.8757709104477613,34.8,6.025,,,,,,,14.610999999999999,,,0.0,1964-08
AT,1964Q4,1964-11-15 00:15:29.032258080,,,3.9499684999999998,1.8771433384615386,35.7,6.321,,,,,,,15.0675,,,0.0,1964-11
AT,1965Q1,1965-02-14 00:15:49.450549440,,,2.8249375,1.8775345555555556,36.6,6.573,,,,,,,15.5075,,,0.0,1965-02
AT,1965Q2,1965-05-15 12:15:39.130434784,,,5.17499375,1.876642737704918,37.5,6.883,,,,,,,15.9185,,,0.0,1965-05
AT,1965Q3,1965-08-15 00:15:29.032258064,,,5.725006,1.8752572537313432,37.6,7.077,,,,,,,16.0385,,,0.0,1965-08
AT,1965Q4,1965-11-15 00:15:29.032258064,,,5.22499675,1.8773587878787878,38.9,7.473,,,,,,,16.630499999999998,,,0.0,1965-11
AT,1966Q1,1966-02-14 00:15:49.450549456,,,4.675027500000001,1.878423546875,39.4,7.786,,,,,,,16.8925,,,0.0,1966-02
AT,1966Q2,1966-05-15 12:15:39.130434784,,,2.349998,1.8773987333333333,40.2,8.115,,,,,,,17.3605,,,0.0,1966-05
AT,1966Q3,1966-08-15 00:15:29.032258064,,,0.42498775,1.8754199701492538,40.7,8.359,,,,,,,17.598,,,0.0,1966-08
AT,1966Q4,1966-11-15 00:15:29.032258064,,,2.225016,1.8786090952380952,41.4,8.671,,,,,,,17.96,,,0.0,1966-11
AT,1967Q1,1967-02-14 00:15:49.450549456,,,4.19094575,1.878912095238095,42.0,8.919,,,,,,,18.249000000000002,,,0.0,1967-02
AT,1967Q2,1967-05-15 12:15:39.130434784,,,4.006757,1.8773396721311475,42.4,9.176,,,,,,,18.4915,,,0.0,1967-05
AT,1967Q3,1967-08-15 00:15:29.032258064,,,4.1196145,1.8756324923076924,42.4,9.285,,,,,,,18.53,,,0.0,1967-08
AT,1967Q4,1967-11-15 00:15:29.032258064,,,3.6731095,1.8781722741935483,42.4,9.455,,,,,,,18.641,,,0.0,1967-11
AT,1968Q1,1968-02-14 12:15:39.130434784,,,2.3995292499999996,1.880081484375,42.2,9.561,,,,,,,18.579,,,0.0,1968-02
AT,1968Q2,1968-05-15 12:15:39.130434784,,,2.8348672500000003,1.8778435254237287,42.8,9.849,,,,,,,18.8825,,,0.0,1968-05
AT,1968Q3,1968-08-15 00:15:29.032258064,,,2.68573575,1.8767014029850746,42.8,10.055,,,,,,,18.9565,,,0.0,1968-08
AT,1968Q4,1968-11-15 00:15:29.032258064,,,3.0670555,1.878236629032258,43.8,10.491,,,,,,,19.512999999999998,,,0.0,1968-11
AT,1969Q1,1969-02-14 00:15:49.450549452,,,3.0769585,1.8806953174603176,44.2,10.781,,,,,,,19.717,,,0.0,1969-02
AT,1969Q2,1969-05-15 12:15:39.130434784,,,3.156629,1.8811745254237286,45.6,11.373,,,,,,,20.4295,,,0.0,1969-05
AT,1969Q3,1969-08-15 00:15:29.032258064,,,3.3395395,1.877334015625,46.0,11.758,,,,,,,20.7175,,,0.0,1969-08
AT,1969Q4,1969-11-15 00:15:29.032258065,,,2.7909377500000003,1.878767234375,46.8,12.224,,,,,,,21.1845,,,0.0,1969-11
AT,1970Q1,1970-02-14 00:15:49.450549450,,,3.83379975,1.879875704918033,47.0,12.644,,,,,,,21.385,,0.06605,0.0,1970-01
AT,1970Q2,1970-05-15 12:15:39.130434782,,,4.086814,1.88118068852459,47.7,13.248,,,,,,,21.8515,,0.038425,0.0,1970-04
AT,1970Q3,1970-08-15 00:15:29.032258064,,,4.654362,1.875991104477612,47.6,13.571,,,,,,,21.9675,,0.028175,0.0,1970-07
AT,1970Q4,1970-11-15 00:15:29.032258064,,,4.8029335,1.876980323076923,48.7,14.277,,,,,,,22.570999999999998,,0.04405,0.0,1970-10
AT,1971Q1,1971-02-12 22:34:01.791044776,,,4.2892425,1.8799163770491802,48.6,14.711,,,,,,,22.7265,,0.10135,0.0,1971-01
AT,1971Q2,1971-05-15 07:09:51.044776120,,,4.49881675,1.8428477384615385,50.2,15.555,,,,,,,23.5795,,0.073625,0.0,1971-04
AT,1971Q3,1971-08-15 00:00:00.000000000,,,4.8358875,1.7996011355932204,50.3,16.124,,,,,,,23.833000000000002,,0.0709,0.0,1971-07
AT,1971Q4,1971-11-15 14:19:42.089552240,,,5.1398545,1.7459897868852459,52.3,17.113,,,,,,,24.887999999999998,,0.060925,0.0,1971-11
AT,1972Q1,1972-02-14 15:02:41.194029848,,,5.638802500000001,1.689116484375,52.4,17.603,,,,,,,25.114,,0.061875,0.0,1972-02
AT,1972Q2,1972-05-15 15:02:41.194029856,,,5.94023125,1.677966548387097,53.5,18.544,,,,,,,25.8515,,0.0835,0.0,1972-05
AT,1972Q3,1972-08-14 15:02:41.194029856,,,6.2186495,1.6707403492063493,54.0,19.304,,,,,,,26.323999999999998,,0.093325,0.0,1972-07
AT,1972Q4,1972-11-13 15:45:40.298507456,,,7.27049975,1.6856402833333335,55.4,20.712,,,,,,,27.279000000000003,,0.07239999999999999,0.0,1972-10
AT,1973Q1,1973-02-13 08:00:00.000000000,,,7.947685,1.587547475409836,54.2,20.906,,,,,,,26.9485,,0.09432499999999999,0.0,1973-01
AT,1973Q2,1973-05-14 15:45:40.298507456,,,7.8107549999999994,1.4587536031746031,54.2,21.644,,,,,,,27.1635,,0.0882,0.0,1973-04
AT,1973Q3,1973-08-13 22:14:07.058823536,,,6.92239,1.2851025396825397,53.7,22.074,,,,,,,27.1675,,0.14775,0.0,1973-07
AT,1973Q4,1973-11-14 07:03:31.764705888,,,7.459989,1.3634234666666667,54.2,22.97,,,,,,,27.689,,0.12185,0.0,1973-10
AT,1974Q1,1974-02-13 00:22:09.230769232,,,8.402129500000001,1.4562909016393444,53.5,23.582,,,,,,,27.6585,,0.08785,0.0,1974-01
AT,1974Q2,1974-05-13 22:56:28.235294112,,,9.815306,1.3307939242424243,53.4,24.289,,,,,,,22.956,,0.12716,0.4,1974-04
AT,1974Q3,1974-08-13 16:00:00.000000000,,,10.030518599999999,1.342127867647059,53.20000000000001,25.078,,,,,,,23.126,,0.12246000000000001,1.0,1974-07
AT,1974Q4,1974-11-14 00:41:44.347826080,,,9.7976954,1.307488923076923,54.5,26.288,,,,,,,24.43433333333333,,0.12625999999999998,1.0,1974-10
AT,1975Q1,1975-02-12 19:45:52.941176480,,,9.3117202,1.2037836885245903,54.70000000000001,26.701000000000004,,,,,,,24.761333333333337,,0.14204,0.8,1975-01
AT,1975Q2,1975-05-14 08:07:03.529411776,,,8.5506106,1.21061059375,56.29999999999999,27.828,,,,,,,25.647333333333336,,0.11173999999999999,0.0,1975-04
AT,1975Q3,1975-08-13 18:42:21.176470592,,,8.865703,1.3034647462686568,56.70000000000001,28.431,,,,,,,25.342000000000002,,0.07210000000000001,0.0,1975-07
AT,1975Q4,1975-11-13 23:18:15.652173920,,,7.3773788,1.3338535606060606,58.1,29.743,,,,,,,26.322999999999997,,0.057679999999999995,0.0,1975-10
AT,1976Q1,1976-02-13 15:52:56.470588224,,,7.085291,1.332471734375,58.20000000000001,30.417999999999996,,,,,,,26.704333333333334,,0.06772,0.0,1976-01
AT,1976Q2,1976-05-14 15:31:45.882352928,,,6.831639,1.3297210634920633,59.5,31.886,,,,,,,27.561000000000003,,0.08928,0.0,1976-04
AT,1976Q3,1976-08-14 08:20:52.173913056,,,5.8947618,1.3068741764705882,60.6,33.366,,,,,,,28.83666666666667,,0.054880000000000005,0.0,1976-07
AT,1976Q4,1976-11-14 22:14:07.058823520,,,5.9311864,1.2424343880597015,64.0,36.189,,,,,,,31.05966666666667,,0.03826,0.0,1976-11
AT,1977Q1,1977-02-12 15:52:56.470588224,,,5.8971672,1.236137984375,63.1,36.705,,,,,,,30.971999999999998,,0.04032,0.0,1977-01
AT,1977Q2,1977-05-15 00:42:21.176470592,,,5.4254666,1.2202192419354838,64.7,38.726,,,,,,,32.412,,0.05212,0.0,1977-04
AT,1977Q3,1977-08-14 22:14:07.058823520,,,5.772571,1.192740923076923,65.2,39.815,,,,,,,33.013333333333335,,0.10354000000000001,0.0,1977-07
AT,1977Q4,1977-11-14 15:39:07.826086944,,,5.0268998,1.1539163870967741,66.5,41.569,,,,,,,34.86266666666666,,0.12746,0.0,1977-10
AT,1978Q1,1978-02-13 00:21:10.588235296,,,3.9115976000000003,1.0842097777777777,66.7,42.266,,,,,,,35.602666666666664,,0.0975,0.0,1978-01
AT,1978Q2,1978-05-14 23:17:38.823529408,,,3.7565556,1.0856401967213114,68.3,43.93800000000001,,,,,,,36.541,,0.077,0.0,1978-04
AT,1978Q3,1978-08-13 23:17:38.823529408,,,3.1984754000000004,1.052826435483871,69.9,45.638,,,,,,,38.314,,0.18966,0.0,1978-07
AT,1978Q4,1978-11-13 00:21:10.588235296,,,3.3225394,0.9962370806451614,72.4,47.826,,,,,,,40.62633333333333,,0.10276,0.0,1978-10
AT,1979Q1,1979-02-12 16:28:39.402985088,,,3.5416114,0.98730621875,72.3,48.922,,,,,,,40.75133333333333,,0.07633999999999999,0.0,1979-01
AT,1979Q2,1979-05-14 00:21:10.588235264,,,3.2519712,1.013107,74.0,51.072,,,,,,,42.28666666666667,,0.06295999999999999,0.0,1979-04
AT,1979Q3,1979-08-13 06:57:23.478260864,,,3.7563346,0.9632310307692308,74.8,52.716,,,,,,,44.33766666666667,,0.07164,0.0,1979-07
AT,1979Q4,1979-11-13 15:39:07.826086976,,,4.2866732,0.9244377692307693,77.3,55.69,,,,,,,46.559,,0.086,0.0,1979-10
AT,1980Q1,1980-02-13 07:45:52.941176448,,,5.19276,0.923529421875,77.3,56.83599999999999,,,,,,,45.520999999999994,,0.05392,0.0,1980-01
AT,1980Q2,1980-05-14 08:07:03.529411776,,,6.227024800000001,0.9407026129032259,78.9,59.059,,,,,,,48.541666666666664,,0.03972,0.0,1980-04
AT,1980Q3,1980-08-13 18:42:21.176470592,,,6.800204599999999,0.9139993088235294,80.2,61.141,,,,,,,49.47833333333333,,0.0393,0.0,1980-07
AT,1980Q4,1980-11-13 23:18:15.652173888,,,6.6366704,0.9808260769230769,81.2,62.856,,,,,,,49.34166666666667,,0.08614,0.0,1980-10
AT,1981Q1,1981-02-13 04:56:28.235294144,,,6.9799216,1.0730459682539681,81.9,64.159,,,,,,,49.177,,0.17514,1.0,1981-01
AT,1981Q2,1981-05-14 11:06:16.119403008,,,7.0546194,1.1670962419354838,83.3,66.386,,,,,,,48.699000000000005,,0.15911999999999998,1.0,1981-04
AT,1981Q3,1981-08-13 23:18:15.652173888,,,6.5646056,1.241570411764706,83.6,67.665,,,,,,,49.797,,0.23403999999999997,1.0,1981-07
AT,1981Q4,1981-11-14 08:20:52.173913024,,,6.992233799999999,1.1449965757575757,84.9,69.96,,,,,,,51.625,,0.30186,1.0,1981-10
AT,1982Q1,1982-02-13 13:05:27.272727296,,,6.079314599999999,1.196520238095238,84.3,70.817,,,,,,,50.845333333333336,,0.40512,1.0,1982-02
AT,1982Q2,1982-05-14 15:31:45.882352960,,,5.8675942,1.218188634920635,84.4,72.203,,,,,,,51.12866666666667,,0.26894,1.0,1982-04
AT,1982Q3,1982-08-14 08:20:52.173913024,,,5.2964898,1.2679298529411764,83.9,73.08,,,,,,,51.066,,0.16570000000000001,1.0,1982-07
AT,1982Q4,1982-11-14 22:14:07.058823552,,,4.6412242,1.27725476119403,84.0,74.303,,,,,,,52.48466666666667,,0.24042000000000002,1.0,1982-11
AT,1983Q1,1983-02-13 06:48:21.492537344,,,3.9614047999999995,1.229422380952381,82.0,73.585,,,,,,,51.395999999999994,,0.24741999999999997,1.0,1983-01
AT,1983Q2,1983-05-15 00:42:21.176470592,,,2.7790628,1.2727931639344263,82.1,74.743,,,,,,,51.22966666666667,,0.21147999999999997,0.6,1983-04
AT,1983Q3,1983-08-14 22:14:07.058823552,,,2.9763095999999996,1.349219205882353,81.7,75.624,,,,,,,51.03066666666666,,0.07198,0.0,1983-07
AT,1983Q4,1983-11-13 23:17:38.823529408,,,3.6474238,1.369678609375,82.2,77.422,,,,,,,51.39366666666666,,0.09741999999999999,0.0,1983-10
AT,1984Q1,1984-02-13 00:21:10.588235264,,,5.6852406,1.3838306,79.9,76.587,,,,,,,51.236999999999995,,0.0834,0.0,1984-01
AT,1984Q2,1984-05-14 00:21:10.588235264,,,5.981956200000001,1.3850775666666666,81.0,78.481,,,,,,,51.34866666666667,,0.04188,0.0,1984-04
AT,1984Q3,1984-08-13 06:57:23.478260864,,,5.6525786,1.4875961384615384,81.8,80.07,,,,,,,51.11066666666667,,0.06477999999999999,0.0,1984-07
AT,1984Q4,1984-11-13 15:39:07.826086976,,,5.2084448,1.5574794153846152,84.7,83.814,,,,,,,52.78666666666667,,0.10672,0.0,1984-10
AT,1985Q1,1985-02-12 08:43:38.181818176,,,3.4131272000000004,1.6611048888888889,83.6,83.526,,,,,,,52.69,,0.11998,0.0,1985-01
AT,1985Q2,1985-05-13 22:56:28.235294144,,,3.6912627999999996,1.5769711774193547,84.4,85.471,,,,,,,53.717999999999996,,0.10298,0.0,1985-04
AT,1985Q3,1985-08-13 16:00:00.000000000,,,3.2091654,1.4580094852941177,84.7,87.14799999999998,,,,,,,56.284333333333336,,0.17242,0.0,1985-07
AT,1985Q4,1985-11-14 00:41:44.347826112,,,2.689303,1.322535409090909,86.0,89.677,,,,,,,59.076,,0.25764,0.0,1985-10
AT,1986Q1,1986-02-12 19:45:52.941176448,,,2.6028814000000002,1.2009960819672132,83.9,88.455,,,,,,,59.095666666666666,,0.39408000000000004,0.0,1986-01
AT,1986Q2,1986-05-14 08:07:03.529411776,,,1.4263628000000002,1.1484557619047617,84.5,90.49,,,,,,,61.121,,0.3668,0.0,1986-04
AT,1986Q3,1986-08-13 18:42:21.176470592,,,1.5799976,1.0682326911764706,84.9,91.94,,,,,,,63.44966666666667,,0.3145,0.0,1986-07
AT,1986Q4,1986-11-13 23:18:15.652173888,,,1.4466294000000002,1.0266787384615383,87.59999999999998,96.05400000000002,,,,,,,67.08633333333333,,0.25862,0.0,1986-10
AT,1987Q1,1987-02-13 04:56:28.235294144,,,0.36833499999999997,0.9403426349206349,86.0,95.151,,,,,,,67.98533333333334,,0.33884,0.0,1987-01
AT,1987Q2,1987-05-14 11:06:16.119403008,,,1.2680598,0.9227828064516129,87.0,97.081,,,,,,,68.84433333333332,,0.1769,0.0,1987-04
AT,1987Q3,1987-08-13 23:18:15.652173888,,,2.3323026000000002,0.9398060147058824,87.8,98.92199999999998,,,,,,,69.791,,0.10942,0.0,1987-07
AT,1987Q4,1987-11-14 08:20:52.173913024,,,1.7322078,0.8745806119402986,90.2,102.634,,,,,,,76.45166666666667,,0.14844,0.0,1987-10
AT,1988Q1,1988-02-14 05:43:52.835820864,,,1.9820876000000003,0.856288046875,89.40000000000002,102.677,,,,,,,74.926,,0.12919999999999998,0.0,1988-02
AT,1988Q2,1988-05-15 00:42:21.176470528,,,1.892746,0.873482,91.59999999999998,106.24899999999998,,,,,,,74.58933333333333,,0.06508,0.0,1988-04
AT,1988Q3,1988-08-14 22:14:07.058823552,,,1.9824037999999997,0.953103455882353,92.09999999999998,108.188,,,,,,,74.78933333333333,,0.06388,0.0,1988-07
AT,1988Q4,1988-11-13 23:17:38.823529472,,,1.7955836,0.906584046875,94.40000000000002,112.533,,,,,,,79.179,,0.07310000000000001,0.0,1988-10
AT,1989Q1,1989-02-13 00:21:10.588235264,,,2.2151823999999998,0.94555375,91.90000000000002,111.88100000000001,,,,,,,76.36566666666667,,0.08504,0.0,1989-01
AT,1989Q2,1989-05-14 23:17:38.823529472,,,2.4750086,0.9901145967741936,93.59999999999998,116.03000000000002,,,,,,,77.90666666666667,,0.10884,0.0,1989-04
AT,1989Q3,1989-08-13 23:17:38.823529472,,,2.5151654,0.9841738,95.59999999999998,120.329,,,,,,,81.79066666666667,,0.07624,0.0,1989-07
AT,1989Q4,1989-11-13 00:21:10.588235264,,,2.8373815999999996,0.9287991269841269,97.5,124.65500000000002,,,,,,,87.60000000000001,,0.11712,0.0,1989-10
AT,1990Q1,1990-02-12 16:28:39.402985088,,,3.0797932,0.865263125,96.90000000000002,125.86200000000001,,,,,,,87.97966666666666,,0.10733999999999999,0.0,1990-01
AT,1990Q2,1990-05-14 00:21:10.588235264,,,3.094713,0.8578277868852459,98.90000000000002,130.829,,,,,,,91.536,,0.06473999999999999,0.0,1990-04
AT,1990Q3,1990-08-13 06:57:23.478260864,,,3.1602849999999996,0.81511665625,99.40000000000002,134.047,,,,,,,95.86666666666667,,0.09292,0.0,1990-07
AT,1990Q4,1990-11-13 15:39:07.826086912,,,3.6912557999999995,0.768855303030303,101.2,138.85,,,,,,,100.75733333333334,,0.07782,0.0,1990-10
AT,1991Q1,1991-02-12 08:43:38.181818240,,,3.3565973999999996,0.7826734516129032,100.2,139.892,,,,,,,95.55566666666668,,0.06567999999999999,0.0,1991-01
AT,1991Q2,1991-05-13 22:56:28.235294080,,,3.4039814,0.8870782580645161,102.0,144.761,,,,,,,96.36,,0.0998,0.0,1991-04
AT,1991Q3,1991-08-13 16:00:00.000000000,,,3.6758898,0.8935535588235295,101.5,146.506,,,,,,,100.50866666666667,,0.20762,1.0,1991-07
AT,1991Q4,1991-11-14 00:41:44.347826048,,,2.9847798,0.8342015606060605,103.0,151.265,,,,,,,107.397,,0.34021999999999997,1.0,1991-10
AT,1992Q1,1992-02-13 12:31:18.260869504,,,3.9251055999999998,0.82789853125,101.40000000000002,151.372,,,,,,,103.56833333333333,,0.27282,1.0,1992-01
AT,1992Q2,1992-05-14 11:06:16.119403008,,,4.1062252,0.8259303225806452,102.8,155.688,,,,,,,109.443,,0.17826,1.0,1992-04
AT,1992Q3,1992-08-13 23:18:15.652173952,,,3.9277962000000004,0.7493471470588235,103.59999999999998,158.931,,,,,,,115.48700000000001,,0.27691999999999994,1.0,1992-07
AT,1992Q4,1992-11-14 08:20:52.173913088,,,4.0503304,0.7904562835820895,104.90000000000002,162.562,,,,,,,111.04899999999999,,0.30034,1.0,1992-10
AT,1993Q1,1993-02-13 13:05:27.272727296,,,3.9502816000000003,0.8363382857142857,104.2,162.686,,,,,,,110.90866666666666,,0.28514,1.0,1993-02
AT,1993Q2,1993-05-14 15:31:45.882352896,,,3.7064112000000002,0.8279109365079365,105.0,165.155,,,,,,,110.32066666666667,,0.1973,1.0,1993-04
AT,1993Q3,1993-08-14 08:20:52.173913088,,,3.4781646000000004,0.8580052794117646,104.59999999999998,166.117,,,,,,,112.57900000000001,,0.22546,1.0,1993-07
AT,1993Q4,1993-11-14 22:14:07.058823552,,,3.389262,0.8602182794117648,105.40000000000002,169.218,,,,,,,111.30666666666667,,0.1115,0.0,1993-11
AT,1994Q1,1994-02-13 06:48:21.492537344,,,3.1714568,0.88016684375,103.59999999999998,168.358,,,,,,,112.10366666666665,,0.07274,0.0,1994-01
AT,1994Q2,1994-05-15 00:42:21.176470528,,,2.9181526,0.8487898196721312,104.59999999999998,171.981,,,,,,,116.55166666666666,,0.11256,0.0,1994-04
AT,1994Q3,1994-08-14 22:14:07.058823552,,,2.8766184,0.7992749852941177,104.09999999999998,173.198,,,,,,,118.63966666666666,,0.13044,0.0,1994-07
